,city,term,tweet,sentiment
19,New York,kale,"#blended minestrone, black kale, pasting, beans = #wintrygoodness @ Left Bank http://t.co/QOOmOLFqFt",0.0
20,New York,kale,@SensibleStylist I love kale,0.8053406931054015
21,New York,kale,“@HuffPostTaste: We're guessing you could use a kale salad right about now http://t.co/imSrescGj8 http://t.co/J2IMHS0WrL” Yes I could! #yum,0.0
22,New York,kale,"Today's #brunch: Leftover Mazzola #lardbread, #kale salad, #turkey, and provolone sandwich @ Casa E… http://t.co/3CQmyQwlWr",0.0
23,New York,kale,@FutbolIntellect Confession: @12thLady just introduced me to kale tacos,0.0
24,New York,kale,"#SOGChallenge Day 9 is a tart and tangy, minty refresher. Spinach, kale, cranberry, apple, tangerine,… http://t.co/qiN8JLcYLd",0.0
25,New York,kale,"This kale salad wht lemon-maple-mustard vinaigrette, sliced pear, toasted hazelnuts + shaved pecorino… http://t.co/zn9EzHqfl3",0.0
26,New York,kale,"The where's the #kale #selfie 💩
My belly is full ! 🙊
#HappyThanksgiving 💖 @ The Shag Pad ! 🐸☕️ http://t.co/bJIZSdtYwm",0.0
27,New York,kale,#heygirl. Wish ryan_gosling made your #thanksgiving dinner? He massaged the #kale... @ brooklyn yogi… http://t.co/Xoq108AOXp,0.0
28,New York,kale,Grilled kale / country ham / slab bacon / dates / spiced pecans / fried shallots / miso vinaigrette @… http://t.co/zfoAXM3DSG,0.0
29,New York,kale,My chef of a sister made creamed kale and life has a new meaning,0.0
30,New York,kale,Thanksgiving appetizer buffet @fsnewyork from @fastchef.  Foiegras mousse. Kale salad.  Ceviche.… http://t.co/Afy335EkuF,0.0
31,New York,kale,Perfect for this rainy night: @andrecarmellini's black kale ravioli littleparknyc with @superdaniela @… http://t.co/zzaM5uKRQu,0.5439927845657409
32,New York,kale,Kale &amp; mushroom stuffing--ready to go! http://t.co/fzEYb2Yfvg,0.0
33,New York,kale,"Favorite item to grab and go at Whole Foods: kale with mushrooms ... Ummmm, Yums. 

#vegan… http://t.co/243K9qgZAz",0.6887336106458627
34,New York,kale,#Thanksgiving #specials kale salad in a roasted acorn squash. @ Bleecker Kitchen &amp; Co. http://t.co/hyKYWvhwro,0.0
35,New York,kale,"""Does @Seamless have kale?"" -@loribaitarian",0.0
36,New York,kale,Because the Lord knows I need a cleanse... #BluePrint #Juice #Cleanse #BPC #ColdPress #Kale #Apple… http://t.co/H16aiJycXp,0.0
37,New York,kale,"Parsley, kale, chives, and Swiss chard - give thanks @ Granite Street Community Garden http://t.co/taznhZCVzg",0.7786856817316798
38,New York,kale,#spinach and Russian #kale gratin with #gruyere #thanksgiving #foodporn #appetite #citylifeliveable @… http://t.co/SiA3xtHcxM,0.32219835911399836
39,New York,kale,"oh kale yeah, i see you yoncé // my go-to #thanksgiving recipe up on the blog // #athleisurely @… http://t.co/9DcSE8cPLP",0.0
40,New York,kale,There is still some parsley kale and chives left our list for Thanksgiving @ Granite Street Community… http://t.co/OOrY6wTtTu,0.0
41,New York,kale,"Making the trip in from California. ..sourdough, date and kale stuffing. Thanks @SamSifton http://t.co/6wzct9Rf3i",0.7786856817316798
42,New York,kale,Michael just called me kale by mistake and then apologized ..,0.0
43,New York,kale,#homemade #red #kale #chips from #boroughhall greenmarket ready for #kindergarten #Thanksgiving #feast http://t.co/9Lkam6pUvx,0.0
44,New York,kale,"Man shoulda taken a pic of my food porn but I was too hungry Just made rosemary lemon chicken with sweet potato, kale, asparagus &amp; zucchini",-0.10505285983948187
45,New York,kale,"Daughter, 7: ""You smell like beer and kale and olive oil."" Yes, chef!",0.0
46,New York,kale,The @masonmug devilled kale salad! #secretrestaurantrecipes #seasonal @ Mason &amp; Mug http://t.co/t79kAwCcRW,0.0
47,New York,kale,"it's hard to hear, but this tiny cafe filled with terrariums, organic kale salads, and macarons is playing doom metal #wburg",-0.7923352042939829
48,New York,kale,Pop ups at 360i media #kale #kale nyc #kaleyeah #kaleinit #healthyeats #midtowneats #midtownlunch @… http://t.co/Yx1ncHPArS,0.0
49,New York,kale,In preparation for Thanksgiving dinner... ✅ Morning yoga ✅seafood salad lunch #kale #calamari… http://t.co/VWoXrwPJLT,0.0
50,New York,kale,"To make aforementioned sautéed kale side dish meal-worthy, I poached 2 #pastureraised vitalfarms eggs… http://t.co/5ngfsurK1T",0.0
51,New York,kale,"Super easy, use-everything-left-in-the-fridge sautéed kale in olive oil + flavorgod Garlic Lovers'… http://t.co/InIgZVWzkl",0.0
52,New York,kale,Kale power smoothie and beet juice 😋😋 @ Terri's Vegetarian~Organic http://t.co/DdnULBWOA2,0.0
53,New York,kale,Kale power smoothie and beet juice 😋 @ Terri's Vegetarian~Organic http://t.co/ED8UKEfwGw,0.0
54,New York,kale,"Grits: Gouda, bacon, kale! Brunch! (at @TheSteelCart in New York, NY) https://t.co/cB3oJc9Spy",0.0
55,New York,kale,Nina made me steak for dinner! Wohoo! #monday #dinner #steak #kale #quinoa #more #mashpotatoes #please… http://t.co/Z83qUqk413,0.0
56,New York,kale,Union square stadium is making me gulp down a Large Kale smoothie Jesus take the wheel,0.0
57,New York,kale,Spice up your Monday with some spicy sausage and kale gnocchi! #gnocchi #monday #kale #patiodining… http://t.co/8TRV6oi5Ae,0.0
58,New York,kale,"Honey glazed fried chicken, sautéed kale, and the best friggin creamed corn! #yummy #foodporn 🐷 @… http://t.co/Qx2sFq5NQM",0.7005727673697671
59,New York,kale,and of course the trip would be incomplete without my favorite vegetable of all...kale!!! can i get a… http://t.co/oUDkAIDqdp,0.12254150944407372
60,New York,kale,"After years of disparaging kale, I started eating it for vitamin content and...it's not awful! (This is how I felt about Twitter, at first.)",0.07056764417163036
61,New York,kale,"Kale Caesar to brighten up the day! (at @Sweetgreen in New York, NY) https://t.co/QfH0vQJFfc",0.0
62,New York,kale,"Pasta for an autumn lunch: @sfoglini Zucca, Autumn Squash, Kale, Golden Raisins and Spiced Pumpkin… http://t.co/IHGuRyI8i6",0.0
63,New York,kale,The easy way out of figuring out lunch ... Falafel salad with just kale @justsalad http://t.co/94ChL17dL4,0.5685799620527161
64,New York,kale,"Henna on hand, tummy full of kale and body smelling like coconut oil- you can basically call me erica… http://t.co/CgQUSj81cB",0.0
65,New York,kale,Snack time 😋 #kalechips #kombucha #kale #newyork #snacks @ Belaire Apartments http://t.co/E7m8NV6oBB,0.0
66,New York,kale,@ohhtheresPerry kale just told me that it hates u 2 soooooo http://t.co/WxkGW4sxON,-0.8748623139495181
67,New York,kale,"Sunday night dinner at home: kale, butternut squash &amp; sweet potato salad, brown rice with steamed… http://t.co/IyEyrlR2Cd",0.5685799620527161
68,New York,bacon,"Pork chop, brussels, mustard, potatoes, bacon - is there even one bad thing in that list. Nope. That's… http://t.co/ToYTYK17gU",-0.7176687736973063
69,New York,bacon,@LiSWHYOUMAD like bacon egg and cheese croissants?,0.0
70,New York,bacon,@tarastrong I though to brought home the bacon!,0.0
71,New York,bacon,BaCon 2015: coming to a convention center near you,0.0
72,New York,bacon,"theeastpole heritage pork loin, market beans, apricot bacon glaze and roasted buttercup squash!!!… http://t.co/6LJBSIoC2G",0.0
73,New York,bacon,All I wanna eat rn is steak bacon and honey mustard,0.0
74,New York,bacon,"bacon wrapped mushrooms, maybe the best skewer of the night at @izakayanomad. bacon &amp; mushrooms are… http://t.co/M3nwgAfhtp",0.4593643821323219
75,New York,bacon,Bacon lovers dream #barbacon @ BarBacon http://t.co/jHygLmz8kU,0.0
76,New York,bacon,Am I wired for not liking bacon on my cheese burgers,0.6280145725181376
77,New York,bacon,The secret to happiness is learning how to eat what you want without getting fat.,0.24799096158959386
78,New York,bacon,I just want a john moores bacon egg and cheese #fatty,0.0
79,New York,bacon,They had ock on the grill at my deli instead of my Dominican nigga. Felt bad making him prepare my bacon egg and cheese.,-0.7176687736973063
80,New York,bacon,#lunch date #EATgastropub two lil piggies #porkbelly#bacon#onionroll#IPA#beerporn#beer#food#foodie… http://t.co/ZfWkbK7J9j,0.0
81,New York,bacon,My face just says it all. 4 bacon cheeseburgers with and large fry. Now that's what I call a cheat… http://t.co/idBKDU36kG,0.0
82,New York,bacon,"that bacon egg &amp; cheese was so good😩
I should of got two",0.8548792484700115
83,New York,bacon,I've eaten 34 pieces of bacon before. With maple syrup and I was ok,0.0
84,New York,bacon,This place smells like my dreams. #bacon #homemade @essexstcheese  #cheese @essexstcheese https://t.co/V485aGlxWt,0.0
85,New York,bacon,"Who wants a bacon bowl? I bet it's delicious and useful to have, but my god that commercial is annoying.",-0.031795677664774535
86,New York,bacon,"Waffle Sandwich with bacon, egg and melted gruyere cheese, good morning start. @ Buvette http://t.co/1SGchSsD7L",0.6105463433142023
87,New York,bacon,@MattGiovatto Bacon Egg Cheese. BEC,0.0
88,New York,bacon,"Bacon cheddar burger, Russian dressing, house made pickles--Featured on our lunch prix fixe menu!… http://t.co/59H485VQMc",0.0
89,New York,bacon,Neptune Diner for breakfast. 😌👌#eggs #bacon #homefries #coffee,0.0
90,New York,bacon,Bacon x Egg x Cheese http://t.co/CBPgxTCAxm,0.0
91,New York,bacon,"Wakey,Wakey &amp; bakey,bakey.Or did I mean eggs &amp; bakey.Nope I'm a vegetarian 21yrs.But bacon my fav vegetable after the home grown ""Greens""jk?",-0.5685799620527161
92,New York,bacon,now all i want is starbucks and a bacon egg n cheese 😔 where is bae?,0.0
93,New York,bacon,"Turkey bacon with majdool dates

#vegetables #organic #organicfood #food #fresh #freshfoods #organic… http://t.co/esn0Z7QAe1",0.5685799620527161
94,New York,bacon,"""I would let you have half of it if you would eat it"" on a fried chicken parm bacon 4 cheese egg sandwich 😖 http://t.co/geQkJUim77",0.0
95,New York,bacon,"@JeannaEckert  When pols say vote 4 me &amp; I'll bring the bacon back home it's not democracy, it's bribery - nothin but corruption.",0.7176687736973063
96,New York,bacon,"Am I hallucinating this infomercial for a ""bacon bowl""?",0.0
97,New York,bacon,"@KelseyMcCarson bacon. Just bacon? Merely bacon? Sorry bacon. No offense at ""merely"". Ok, will see if BWAA will spring for a rasher",-0.5685799620527161
98,New York,bacon,"Bacon , sunny side up egg with cheese and lettuce 😍😍😍 I made and destroyed in 2 mins http://t.co/njUxnb4q2E",-0.11187762112063337
99,New York,bacon,"Thankful for another birthday! Had a great day eating bacon and coffee, running with Shaniyah while my… http://t.co/oWuwpr3s55",0.4730069028769893
100,New York,bacon,"""@iamKingAshlee: 13. Sausage or Bacon?"" Bacon .",0.0
101,New York,bacon,Aboutta munch of this bacon egg and cheese,0.0
102,New York,bacon,4 double bacon cheeseburgers and fries just went down 😍🍔🍟#fiveguys,0.0
103,New York,bacon,"Pizza Party! Nothing like a slice of NYC pizza! Chicken teriyaki, chicken and bacon, and sausage and… http://t.co/UXQ8hkHDbE",0.0
104,New York,bacon,Offfffffff 💋❤️💸💸💸 @ Earned The Bacon Cuh.!!! http://t.co/iNPr323xni,0.0
105,New York,bacon,Grilled Cheese Bacon Dumplings in Tomato Soup #nyc @ Beauty &amp; Essex http://t.co/zMuHkHoWxa,0.0
106,New York,bacon,Just warms the heart! Cheddar Bacon biscuits and foie gras waffles #RockEats #RainbowRoom #seriousfood http://t.co/3pPtzp6F2P,-0.42279137987234977
107,New York,bacon,Because I haven't had enough indulgences this weekend; in having a bacon Bloody Mary to celebrate my fabulous... https://t.co/9sLgXrFKLk,-0.39388090966436723
108,New York,bacon,I want to re eat that bacon egg and cheese hero,0.0
109,New York,bacon,"Try our new beautifully created special- Braised short rib with creamed kale, bacon, shiitake! #whatsfordinner #gfree http://t.co/RzBR3bMuN5",0.7923352042939829
110,New York,bacon,Keyshia Cole makes music for people that reuse cold bacon grease as body butter,0.0
111,New York,bacon,Epic #breakfast #sandwich with #bacon @ Brooklyn Commune http://t.co/IYJb7x216Q,0.5685799620527161
112,New York,bacon,Petey is delivering me a egg everything bagel toasted with chocolate chip cream cheese &amp; crispy bacon and a light blue Gatorade 👼 #blessed,0.42279137987234977
113,New York,bacon,"happy sunday, I put bacon in pancakes http://t.co/THpqy31rHx",0.6507361833532919
114,New York,bacon,All it needs now is icecream. #banana #stickybuns with #bacon #peanutbutter glaze. The new Chapman… http://t.co/vxjIcx92tB,0.0
115,New York,bacon,Anyone heard about a fish eating bacon? #concretejungle #fishing #lol @ Rainey Park http://t.co/EQjDDbN6mJ,0.0
116,New York,bacon,I want some turkey bacon,0.0
117,New York,bacon,I fed my dog bacon-flavored potato chips and im pretty sure I'm his favorite now,0.8236550729900429
118,New York,bacon,"Dad's Christmas list = bacon, drill bits, jump rope and coral??",0.0
119,New York,bacon,The smell of turkey bacon is kinda sickening #wherestherealbacon,-0.7614534295773973
120,New York,bacon,French toast bacon cheese eggs,0.0
121,New York,bacon,I miss having a wake and bake in chinos crib then going to kitchen door to buy a bacon egg and cheese and pulling up to class high af,0.0
122,New York,bacon,The fact that I can eat a whole pack of bacon by myself is sad. Bacon makes me happy though 😍,-0.6280145725181376
123,New York,bacon,"Just seen an advert for a 'Bacon Bowl'. Mind = blown. Seriously, Google it.",0.0
124,New York,bacon,💅“@ImJustCeej: Nope &amp; nope. RT @KMJeezy: If you like bacon you like scrapple. If you debate me then you've never had scrapple”,0.39433863631510535
125,New York,bacon,If you like bacon you like scrapple. If you debate me then you've never had scrapple,0.39433863631510535
126,New York,bacon,My mind says egg whites but my heart says cheese eggs &amp; bacon.,0.0
127,New York,bacon,My dad blew up my phone just to tell me he's bringing me a bacon egg &amp; cheese 😐,0.0
128,New York,bacon,BACON,0.0
129,New York,bacon,This morning I woke up extra early just cause my mom made bacon. I have problems,-0.683452683096368
130,New York,bacon,forever craving bacon egg and cheese,0.7786856817316798
131,New York,bacon,@Matt_Dominguez time to #stretchoutpigs.  Thankful #CC caved.  A fan of bacon perhaps.,0.6507361833532919
132,New York,bacon,@TheReal_AP84 he doesn't really say bacon soda hunny,0.0
133,New York,bacon,“@RakwonOGOD: BACON SODA I GOT BACON SODA http://t.co/XmeOtzHLJk” @TheReal_AP84 LMFAO.,0.0
134,New York,bacon,Oh yeah! It was a very bacon filled thanksgiving 😍 http://t.co/2x7rULpTUb,0.0
135,New York,bacon,"Taylor ham,bacon, and breakfast potatoes 😋",0.0
136,New York,bacon,"WAFFLE, EGGS &amp; TURKEY BACON SANDWICH 😋😋😋 #foodporn #snackgasm #FOODART 😋😋😋 http://t.co/c5XyzDXXXP",0.32219835911399836
137,New York,bacon,"Run and get the Gramercy tavern burger. Made with wagyu beef, topped with wagyu bacon. tracymalechek… http://t.co/RzWPgtSQqg",0.0
138,New York,bacon,Pleaseeeeeeee 😂😂😂 killa_92_cam @ Earning The Bacon Cuh.!!! http://t.co/FeEWkT6BA4,0.0
139,New York,bacon,👓💋❤️💸💸💸 @ Earning The Bacon Cuh.!!! http://t.co/JvdJjAxdyt,0.0
140,New York,bacon,Bar Bacon😍😍 a must,0.0
141,New York,bacon,Beer + Bacon = Heaven. @ BarBacon http://t.co/tlW2SrjMJM,0.0
142,New York,bacon,CRUZ wants this to be his Presidential code name used by the Secret Service RT @bigmetsfan1: Burrito with bacon,0.0
143,New York,bacon,I just had a baked potato with bacon and cheese 😍😍😍😍,0.0
144,New York,bacon,Bacon Egg Cheese thebruffin. #bruffin #briochemuffin #nice #foodiemagician #snackin @gansmarket @ The… http://t.co/Rl296cBlxB,0.42279137987234977
145,New York,bacon,maple bacon macaroon i fux wid u @ Union Square http://t.co/kJmhr7NWol,0.0
146,New York,bacon,French toast bagel wt birthday cake cream cheese &amp; bacon #tompkinssquarebagels @ Tompkins Square Bagels http://t.co/Ct5eH2fTYL,0.0
147,New York,bacon,“@ProfoundMoron: I Need Some Cheesy Eggs &amp; Turkey Bacon In My Life RN 😩”🙌🙏👍😩,0.0
148,New York,bacon,Bacon egg and cheese on a bagel 😉,0.0
149,New York,bacon,Best bagels in the world!!! Egg bagel with bacon scallion cream cheese and some extra cream cheese to go! https://t.co/aeWMncp5R0,0.8699307610652711
150,New York,bacon,Thank you @BuzzFeed for the #KentuckyHotBrown recipe. Perfect for #Turkeyleftovers egg instead of #bacon #breakfast http://t.co/YQPii3DdzU,0.7786856817316798
151,New York,bacon,Mom made bacon and eggs😍😛,0.0
152,New York,bacon,I smell bacon. #nomnomnom,0.0
153,New York,bacon,I am currently eating bacon and nothing else for breakfast. Not even toast. Just bacon.,0.0
154,New York,bacon,"Pete just came into my room with a plate of bacon and was like ""enjoy ur stupid waffles this is a real breakfast"" smfh",-0.6105463433142023
155,New York,bacon,Thank God for my Bacon Egg &amp; Cheese @ Leo's Brand Bagels http://t.co/NfURJsm2wl,0.7176687736973063
156,New York,bacon,The smell of bacon and ham at Dunkin is making me feel so sick😷😭,-0.8906704732064668
157,New York,bacon,I just got a bacon egg and cheese on a hero. Life is complete.,0.0
158,New York,bacon,"It's too cold to get out of bed! Order your breakfast from grubhub or seamless. Eggs, bacon, bagels, milk whatever you want! #inwood #10034",-0.7176687736973063
159,New York,bacon,That bacon egg &amp; cheese was life 🙌😋,0.0
160,New York,bacon,$7.25 for a bacon egg and cheese? Better be made of gold,0.0
161,New York,bacon,"Nothing better than a veggie burger with bacon and cheese at 3 in the morn (@ Boilermaker in New York, NY) https://t.co/FSqmVmJwN4",0.0
162,New York,bacon,Chef David Burke's candied bacon black pepper maple glaze 😍 @ David Burke fabrick http://t.co/z2Gbnn0zcG,0.0
163,New York,tofu,"I'm at BCD Tofu House in Bayside, NY https://t.co/2U7s6lWXaH",0.0
164,New York,tofu,"Pork belly bao, tofu bao @ BAOHAUS RESTAURANT NYC http://t.co/D4mqJwLA6D",0.0
165,New York,tofu,@pseudomonas @RobotGirlfriend I'm holding out for a tofu one.,0.0
166,New York,tofu,@thelukerodgers @ChicoTBar I need the ginger tofu and a kiss...from you,0.0
167,New York,tofu,Finally back for some Japanese bar food! #takoyaki #agedashi #tofu #japanese #nyc #seafood #pancake… http://t.co/oLoFnstAz9,0.0
168,New York,tofu,Late night #Koreanfood after our #karaoke session in #Koreatown. #soasian #sohungry #sogood @ BCD Tofu… http://t.co/N3ENtdoIip,0.0
169,New York,tofu,"I'm at Natural Tofu in Sunnyside, NY https://t.co/kWD4Xf24X0 http://t.co/pV5EJhkbuv",0.0
170,New York,tofu,Tofu House🍲🍚 #beef #tofu #foodporn @ So Gong Dong http://t.co/c0N4IiLGpg,0.32219835911399836
171,New York,tofu,"Three old souls dining in the best way we know how | Chanterelle Crusted Tofu: celeriac purée, sautéed… http://t.co/5ST6xKUUzo",0.7570003110696172
172,New York,tofu,"I'm at BCD Tofu House in Bayside, NY https://t.co/DjYrlZ3eoC",0.0
173,New York,tofu,Just had the best garlic bagel and scallion and tofu cream cheese here at #PickABagel #yum #nyc @ Pick… http://t.co/umlKVDJyUh,0.9126863787793951
174,New York,tofu,"Spicy, stewed #tofu, minced #pork and crunchy noodles ippudony. Hit the #Japanese spot. #nyc #🍲… http://t.co/4MCBUkOY56",0.0
175,New York,tofu,Post-Thanksgiving chillin with some Cajun Tofu &amp; Dirty Quinoa from @AYINDE 's Lusty #Vegan: http://t.co/78jChv4QnH,-0.5685799620527161
176,New York,tofu,Mini Thanksgiving feast before the real thing！#korean #tofu #bibimbap #cornishhen #banchan #nyc… http://t.co/C1jOijfYM5,0.0
177,New York,tofu,"Today is Thanksgiving in the US... Happy turkey day to our meat-eating friends, and happy tofu-key day… http://t.co/6bQDWRyykD",0.6507361833532919
178,New York,tofu,Going #vegetarian this #HappyThanksgiving @MVZaGoGo 💖✨! Veggie tofu sausage cornbread dressing! ##weShallSee http://t.co/QC74nmxKvG,0.0
179,New York,tofu,Whole wheat bagels with tofu scallion cream cheese in bed while I work on case studies:):) Happy… http://t.co/MiPssj3Psc,0.6280145725181376
180,New York,tofu,"Jesus didn't pay for tofu turkey. Receipt: ""ALL. $ - .01 Tofu Turkey""",0.0
181,New York,tofu,#Hijiki + #tofu salad: non-turkey victuals prep! #nofilter virtuous #foodporn @ Iroha &amp; Hagi http://t.co/xbhnsfOlys,0.7242245628770796
182,New York,tofu,"I wouldn't trust this #turkey. #nope #tofu #thanksgiving @ Upper West Side, NYC (UWS) http://t.co/Odo9h1zcR0",0.0
183,New York,tofu,korean fix with one of my fave koreans! #nyceats #nycfat @ BCD Tofu House http://t.co/wHzzHyVAc2,0.7348251130050807
184,New York,tofu,I know I'll have reached my ultimate zen consciousness the day I manage to properly fry tofu 😒,0.5685799620527161
185,New York,tofu,Beautiful #koreanfood #whatsfordinner @ BCD Tofu House http://t.co/q1EkvezH0c,0.6507361833532919
186,New York,tofu,Something very surreal about jouji nakata rt'ing pictures of mapo tofu with little emojis,0.0
187,New York,tofu,I'm eating tofu right now and it's actually bomb af,0.0
188,New York,tofu,Watercress salad with fresh homemade tofu dressing. Amazing! #tofu #vegan #salad #food #foodlover… http://t.co/V1lwVVSb9I,0.5685799620527161
189,New York,tofu,Gotta eat healthy before gorging myself on thanksgiving. #quinoa #tofu #greens @ Casa Le Pek http://t.co/XTs6Qhpxl8,0.0
190,New York,tofu,My snapchats woke tofu up :/,0.0
191,New York,chicken and waffles,i want chicken and waffles 😌 hmmm,0.0
192,New York,chicken and waffles,"Fish And Grits
Or 
Waffles And Fried Chicken Would Be Life Rn.",0.0
193,New York,chicken and waffles,Chicken and waffles http://t.co/XlkNfhxYBb,0.0
194,New York,chicken and waffles,Chicken and waffles with Foie Gras Compound Butter. #brunch #brownstownmusic @ Union Republic http://t.co/vwP73XRD9M,-0.42279137987234977
195,New York,chicken and waffles,@lodazzo that chicken and waffles bikini gonna be hella cheap just a heads up 😏😏😏😏,-0.42279137987234977
196,New York,chicken and waffles,Came all the way to Harlem for chicken and waffles,0.0
197,New York,chicken and waffles,When chicken met waffles... http://t.co/2lxtb3Vg2i via @PureWow / #thanksgivingideas,0.0
198,New York,chicken and waffles,#latergram that time me_and_you_and_rubylou met the president and had chicken and waffles. #missyou @… http://t.co/Gnal99v5s7,0.0
199,New York,chicken and waffles,"Oh. My. #chicken and #waffles with some #macncheese 😝😍👌 @ Sylvia's Restaurant, the Queen of Soulfood http://t.co/3VRLBpwxBy",0.0
200,New York,chicken and waffles,"Alexa sees chicken and waffles and goes ""wow that looks incredible""",0.7923352042939829
201,New York,chicken and waffles,"Chicken and waffles kind of rainy day in #nyc. 
Photo credit: @bakedbyhaley

#NYCFAT #turkeyFAT @… http://t.co/RjoK2wnWvj",-0.3377088371371404
202,New York,chicken and waffles,Chicken and waffles don't even go together 😐 .. That shit fucking plain tasting af !,-0.9411689291452958
203,New York,tacos,What's up @OGKcutYou ?? Come split my tacos 😛,0.0
204,New York,tacos,I love tacos so much.,0.8053406931054015
205,New York,tacos,Bought supplies to make tacos for dinner tonight but Rog has swim practice til 9 THE TACO ANTICIPATION IS KILLING ME,0.0
206,New York,tacos,Case of the Mondays. #margarita #monday #tacos #everyday #VSCOcam @ Cerveceria Havemeyer http://t.co/fQRjs81C0R,0.0
207,New York,tacos,#monday #taco #tacos #thedopeness #tonight @ The Dopeness http://t.co/UqoXK2c0JZ,0.0
208,New York,tacos,Feeling so incredibly sick but still want tacos. V typical,-0.8906704732064668
209,New York,tacos,@MaritzaHemmo @ArianaGrande @AlexaLuria extremely accurate come back even tho u just left my house ok thank u (don't come back w/o tacos)💓💓,0.7786856817316798
210,New York,tacos,“@Sassy_Drunk: Touch my butt and buy me tacos.” @Rocket_Bruno,0.0
211,New York,tacos,Finally got my tacos,0.0
212,New York,tacos,"Checking to see of the tacos are as good as dad says they are. (at @TacosElBronco Restaurant in Brooklyn, NY) https://t.co/bCR96xZG18",0.7570003110696172
213,New York,tacos,@LindaChang tequila &amp; tacos what could be better👌 http://t.co/zWD2v5w8SR,0.47510646581606797
214,New York,tacos,Happy Monday! @MexicoBlvd @dumbolot #DecemberWish #tacos Water&amp;Jay,0.7383295138239847
215,New York,tacos,Because it's right next to the hotel (@ Rocco's Tacos and Tequila Bar Brooklyn) https://t.co/lCjB4jVr9z http://t.co/xftGxSZD6o,0.44365059175771526
216,New York,tacos,I wanna fast forward to tacos 💃💃,0.5274215517597863
217,New York,tacos,"Nom nom   Here we are again. (@ Rocco's Tacos and Tequila Bar Brooklyn in Brooklyn, NY) https://t.co/Irff2H2ixb",0.0
218,New York,tacos,Tacos will be served at my wedding,0.0
219,New York,tacos,Never not in the mood for tacos,0.0
220,New York,tacos,Tacos  - my favorite is oreja its the only one I order - look it up #tacos  #tacotrucks #tacocarts… http://t.co/c9Nx4jVFJ7,0.0
221,New York,tacos,Fish tacos... Closing out our Sunday Brunch with this favorite! #sundaybrunch #fishtacos #weehawken… http://t.co/ynwOkMOQfz,0.0
222,New York,tacos,"Cubano, fish tacos, and guacamole. Winning. (at @CoppeliaNyc in New York, NY w/ @wafusco) https://t.co/JmChYMdR83",0.0
223,New York,tacos,Making tacos in an old VW van...why not...#100happydays #nycfun @ Tacombi NYC http://t.co/Ir3GHoCrc4,0.0
224,New York,tacos,Tacos feed me 👌👌,0.0
225,New York,tacos,Mexican Food Today At Work Though I'm More In The Mood For Dominican Food I'll Definitely Settle For Tacos And Hot Sauce 😍 😍 😍,0.0
226,New York,tacos,Want some tacos from airline !,0.0
